ENTRADA,PATRIMÔNIO,STATUS,SERIAL,CATEGORIA,FABRICANTE,MODELO,LOCAL,SAÍDA,OBSERVAÇÃO
,846,À testar,Y966K4HCF7EE,HD,Dell,MG04ACA200NY,Estoque,,
,847,À testar,Z1P4ZMRJ,HD,Seagate,ST2000NM0011,Concert,,
,848,À testar,6SL6CV7W,HD,Seagate,ST3600057SS,Estoque,,
,849,À testar,S0M1BAQP,HD,Dell,ST600MM0006,Estoque,,
,850,À testar,,,,,122,,
,851,À testar,,,,,962,,
,852,Desconhecido,,,,,,,
,853,Desconhecido,,,,,,,
,854,À testar,,,,,122,,
,855,À testar,M393B5170FH0-CH9 1126,Memória,Samsung,,Concert,,
,856,À testar,M393B5170FH0-CH9 1123,Memória,Samsung,,Concert,,
,857,À testar,EVMT2G1333U86D 1202000002167,Memória,Avant,DMT125U6TFR8C-H9N0,Estoque,,
,858,À testar,SBR2011080315405 PB110803-A58,Memória,Smart,,Concert,,
,859,À testar,M393B5170FH0-CH9 1114,Memória,Samsung,M393B5170FH0-CH9,Estoque,,
,860,À testar,M393B5170FH0-CH9 1114,Memória,Samsung,M393B5170FH0-CH9,Estoque,,
,861,À testar,RYY083379,Placa de Vídeo,Core,Radeon 6570 650M,Estoque,,
,862,À testar,KLJ3SZ6F,HD,Oracle,HUC109030CSS600,Estoque,,
,863,À testar,KQHVJ4XN,HD,Oracle,HUC109030CSS600,Estoque,,
,864,À testar,KLJ4DSSF,HD,Oracle,HUC109030CSS600,Estoque,,
,865,À testar,KQHVJ2LN,HD,Oracle,HUC109030CSS600,Estoque,,
,866,À testar,,Desktop,Dell,PowerEdge T110 II,,,
,867,À testar,86Q0A04PF08C,HD,Dell,HDEBF03DBA51,Estoque,,
,868,À testar,9690A0R7F08C,HD,Dell,HDEBF03DBA51,Estoque,,
,869,À testar,86R0A032F08C,HD,Dell,HDEBF03DBA51,Estoque,,
,870,À testar,CN-0FN848-28298-28R-0041-A16,SWITCH,Dell,PowerConnect 6224F,Estoque,,
,871,À testar,USB912UALX,SWITCH,HP,AM868A - HPE 8/24 SAN Switch,Estoque,,
,872,À testar,K0VP000747212D79CF,Memória,Samsung,M378B5173DB0-CK0,Estoque,,
,873,Desconhecido,,,,,,,
,874,À testar,,Desktop,Dell,478VN,Estoque,,
,875,Desconhecido,,,,,,,
,876,Desconhecido,,,,,,,
,877,Desconhecido,,,,,,,
,878,Desconhecido,,,,,,,
,879,Desconhecido,,,,,,,
,880,Desconhecido,,,,,,,
,881,Desconhecido,,,,,,,
,882,À testar,1074F64MX2104TG,Memória,Samsung,M393B5273DH0-YH9,962,,
,883,À testar,M31B5273CH0 - CH9,Memória,Samsung,M31B5273CH0-CH9,Estoque,,
,884,À testar,OP 001778 HBS20131104 002869,Memória,HBS,HB3DU004GFM8MML16,Estoque,,
,885,À testar,,Memória,,,960,,
,886,À testar,OP 001781 HBS20131107 001532,Memória,HBS,HB3DU004GFM8MML16,Estoque,,
,887,À testar,,Memória,,,Estoque,,
,888,À testar,5160922037,Memória,Team Group,TPD38G1600HC11BK,Estoque,,
,889,À testar,5141217034,Memória,Team Group,TPD34G1333HC9BK,Estoque,,
,890,À testar,,Servidor,Dell,R720,BRT,,
,891,À testar,,Desktop,,Pentium 3Ghz,OFC da Roupa,,
,892,Desconhecido,,,,,,,
03/10/2017,893,À testar,,Switch,,,Estoque - Concert,,
03/10/2018,894,À testar,MY-0YT674-12402-99H-00L9,Placa de Rede,Intel,CPU-D42543(B),Estoque,,
03/10/2019,895,À testar,NA6A56TD,Storage NAS,Seagate,STCU100,Estoque,,
03/10/2020,896,À testar,,Carregador ,,,Estoque,,
,897,Desconhecido,,,,,,,
,898,À testar,PB9C6019VUI2O9,Placa de Vídeo,NVIDIA,NVIDIA Quadro NVS 285,Estoque,,
04/10/2022,899,À testar,5VMK2AWK,HD,Seagate,ST3250318AS,Estoque,,
04/10/2022,900,À testar,Z15WTPT,HD,Dell,ST4000NM0033,Estoque,,
04/10/2022,901,À testar,Z1Z5WWK4,HD,Dell,ST4000NM0033,Estoque,,
04/10/2022,902,À testar,Z1Z65B1B,HD,Dell,ST4000NM0033,Estoque,,
04/10/2022,903,À testar,Z1Z65BNG,HD,Dell,ST4000NM0033,Estoque,,
04/10/2022,904,À testar,Z1Z5WVN8,HD,Dell,ST4000NM0033,Estoque,,
04/10/2022,905,À testar,Z1Z5WT3V,HD,Dell,ST4000NM0033,Estoque,,
04/10/2022,906,À testar,S36VJ9BGC10869,HD,Seagate,ST2000LM002,Estoque,,
04/10/2022,907,À testar,S36VJ9BGC10874,HD,Seagate,ST2000LM002,Estoque,,
04/10/2022,908,À testar,WXH1A59RYXVF,HD,WD,WD0SPZX,Concert,,
04/10/2022,909,À testar,WX21A68RY858,HD,WD,WD0SPZX,Concert,,
04/10/2022,910,À testar,WXR1A484NZ7Z,HD,WD,WD0SPZX,Concert,,
04/10/2022,911,À testar,WXM1A486VRYR,HD,WD,WD0SPZX,Concert,,
04/10/2022,912,À testar,X3VMT6CTT S23 HDKBB97H0A01 T,HD,Toshiba,MQ01ABD075,Estoque,,BKP
04/10/2022,913,À testar,3NP1TFHD,HD,HP,DG072ABAB3,Estoque,,
04/10/2022,914,À testar,3NP1XGKZ,HD,HP,DG072ABAB3,Estoque,,
04/10/2022,915,À testar,3NP1LFTD,HD,HP,DG072ABAB3,Estoque,,
04/10/2022,916,À testar,3NP12605,HD,HP,DG072ABAB3,Estoque,,
04/10/2022,917,À testar,3NP11Y25,HD,HP,DG072ABAB3,Estoque,,
04/10/2022,918,À testar,3NP12AHP,HD,HP,DG072ABAB3,Estoque,,
04/10/2022,919,À testar,3NP11ZDE,HD,HP,DG072ABAB3,Estoque,,
04/10/2022,920,À testar,3NP1SPLT,HD,HP,DG072ABAB3,Estoque,,
04/10/2022,921,À testar,3NP1TRM0,HD,HP,DG072ABAB3,Estoque,,
04/10/2022,922,À testar,B65P750SGF9,HD,HP,MAY2073RC,Estoque,,
04/10/2022,923,À testar,9RY1KPDM,HD,Maxtor,STM3250310AS,Estoque,,
04/10/2022,924,À testar,WCAYUY873908,HD,WD,WD3200AAKX,Estoque,,
04/10/2022,925,À testar,S2AGZQG7,HD,Seagate,ST500DM002,Concert,,
04/10/2022,926,À testar,6VMY7BHQ,HD,Seagate,ST3500413AS,Concert,,
04/10/2022,927,À testar,S2BWJ6B50390,HD,Samsung,HD502HJ,Estoque,,
04/10/2022,928,DEFEITO,WCAWF2523015,HD,WD,WD5000AAKS,Estoque,,
04/10/2022,929,À testar,3QD0TFSE,HD,Seagate,ST350640NS,Estoque,,
04/10/2022,930,À testar,3QD0YQRL,HD,Seagate,ST350640NS,Estoque,,
,931,À testar,3.3065E+15,HD,SOmnAmbulist,H650-240,Estoque,,
,932,À testar,4.12569E+11,HD,Dato,DS700SSD-240,Estoque,,
,933,À testar,21520065955,HD,Adata,ASU630SS-240GQ,Estoque,,
,934,À testar,2J1720156555,HD,Adata,ASU650SS-120GT,Estoque,,
,935,À testar,2.12213E+14,HD,Warrior,W500-480,Matheus Lopes,,
,936,À testar,WXL1A19EXXH5,HD,Western Digital,WD10SPZX,Concert,,
,937,À testar,WXS1A68K44C7,HD,Western Digital,WD10SPZX,Concert,,
,938,À testar,443781P+1347H00NM0,HD,Sun Oracle,Z16IZF2E-73UCU-ORC,Estoque,,
,939,À testar,443781P+1332H00KFU,HD,Sun Oracle,Z16IZF2E-73UCU-ORC,Estoque,,
,940,À testar,Z1P53VSF,HD,Seagate,ST2000NM0011,584,,
,941,À testar,6SJ5JKLL,HD,DELL,ST3300657SS,584,,
,942,À testar,3SJ15LBW,HD,DELL,ST3300657SS,584,,
,943,À testar,1323037cb267,HD,Micron,MTFDDAC050SAL,Concert,,
,944,À testar,12310346161F,HD,Micron,MTFDDAC050SAL,Concert,,
,945,À testar,1074F64MX2123V4,Memória,,,962,,
,946,À testar,CN-0WD6D2-77921-57R-00DT-A01,iDrac,Dell,0WD6D2,Estoque,,
,947,À testar,CN-0WD6D2-13740-2A9-00IS-A00,iDrac,Dell,0WD6D2,Estoque,,
,948,À testar,434982-001,Placa de Rede,Gigabit,HSTNS-BN25,,,
,949,À testar,1074F64MX2121KB,Memória,Samsung,M393B5273DH0-YH9,962,,
,950,À testar,1074F64MX2170KA,Memória,Samsung,M393B5273DH0-YH9,962,,
,951,À testar,RAKWE04XMZX0HC,Memória,Micron,MT18JSF25672PDZ-1G4F1DD,Estoque,,
,952,À testar,RAKWE04XMZWGVB,Memória,Micron,MT18JSF25672PDZ-1G4F1DD,Estoque,,
,953,À testar,RAKWE04XMZX0GK,Memória,Micron,MT18JSF25672PDZ-1G4F1DD,Estoque,,
,954,À testar,50LK6-537MB9-2WB8F,Memória,Kingston,KVR1333D3N9/4G,Escritório - Concert,,
,955,À testar,OP 001778 HBS20131104 002966,Memória,HBS,HB3DU004GFM8MML16,Estoque,,
,956,À testar,SBR2011101793499,Memória,Smart,M391B5773CH0-CH9,Estoque,,
,957,À testar,MY5124200V,Placa de Rede,HP,QLE2562 - HP,Estoque,,
,958,À testar,VA23S34213,Placa de Rede,Supermicro,AOC-SG-I4,Estoque,,
,959,À testar,5.86511E+11,Memória,WinMemory,WH5SD8G8C3UAZ,,,
,960,Desconhecido,,,,,,,
,961,À testar,5.86511E+11,Desktop,lenovo,thinkcentre - IH11CX REV 1.0,,,
,962,À testar,,Servidor,,Servidor ,Encontre sua franquia,,
,963,À testar,601A4010AB21065,Fonte,Liteon,PS-21112-2L,,,
,964,À testar,SBR2010032505778,Memória,Smart,M37885673EH1-CF8,Estoque,,
,965,À testar,1112-218,Placa de Rede,Dex,DP-02,Estoque,,
,966,À testar,1111-091,Placa de Rede,Dex,DP-02,Estoque,,
,967,À testar,1112-218,Placa de Rede,Dex,DP-02,Estoque,,
,968,À testar,1415-091,Placa de Rede,Dex,DP-02,Estoque,,
,969,À testar,1251-046,Placa de Rede,Dex,DP-02,Estoque,,
,970,À testar,13898606229,Placa de Rede,Rohs,TG-3468,Estoque,,
,971,À testar,13273908097,Placa de Rede,Rohs,TL-WN751ND,Estoque,,
,972,À testar,2.17544E+12,Placa de Rede,Rohs,TG-3269(UN),Estoque,,
,973,À testar,8139DL2013070209512,Placa de Rede,Realtek,RTL8139D,Estoque,,
,974,À testar,12869703535,Placa de Rede,Rohs,TL-WN751ND,Estoque,,
,975,À testar,5.0287E+13,Placa de Rede,Encore,ENLWI-G2,Estoque,,
,976,À testar,0007E9143EC8 512AD 741462-008,Placa de Rede,Intel,Intel PRO/100+,Estoque,,
,977,À testar,1548 2220 0942 4297 1900 2010,Placa de Rede,Intel,Intel PRO/1000 GT,Estoque,,
,978,À testar,0002B308F26B 33013 721383-010,Placa de Rede,Intel,Intel PRO/100,Estoque,,
,979,À testar,QB 9L1B90 09 325,Placa de Rede,Gigabit,DGE-528T,Estoque,,
,980,À testar,120202583N310,Placa de Rede,Mymax,MLAN/N310S,Estoque,,
,981,À testar,VA26S31896,Placa Controladora,Supermicro,AOC-SAS2LP-H8IR,Estoque,,
,982,À testar,PCI3124,Placa Controladora,IOCrest,PCI3124-4IR,Estoque,,
,983,À testar,CN-0U8735-48630-893-00S4,Bateria Recarregável,Dell,P9110,Estoque,,
,984,À testar,,HD,,,Estoque,,
,985,À testar,123651,Desktop,,IPMH61R3,Estoque,,
,986,À testar,3.60117E+13,Fonte,Wise,WS 500 P425,574,,
,987,À testar,,Fonte,,,874,,
,988,À testar,67LTT-6HCMTT-XR8BPF,Memória,Kingston,KVR1333D3N9/4G,874,,
,989,À testar,Q1LPF-5HNMCJ-8R1EB,Memória,Kingston,KVR1333D3N9/4G,874,,
,990,À testar,CN21624590,Placa de Vídeo,NVIDIA,NVS 300,874,,
,991,À testar,WDKUN0AS94Y147,Adaptador AC,HP,TPC-LA52,Estoque,,
,992,À testar,131747-11,Adaptador AC,APD,DA-90F19,Estoque,,
,993,À testar,HB6SD606783020211,Adaptador AC,LG,ADS-24S-12 1224GPBR,Estoque,,
,994,À testar,WACLNOVMWW2UN,Adaptador AC,HP,PA-1650-02HN,Lixo,,
,995,À testar,4354-13-3111,Carregador,Multilaser,TCBR-12,Estoque,,
,996,À testar,1801-0001552,Adaptador AC,Ubiquiti,GP-F120-100,Estoque,,
,997,À testar,NPF320210910,Adaptador AC,HP,N17908,Estoque,,
,998,À testar,592C40ALLT70XL,Adaptador AC,HP,N18152,Estoque,,
,999,À testar,,Adaptador AC,,WLX100GY-12V-3A,Estoque,,
,1000,À testar,100056-12,Carregador,Alcatel,S003KV0500040,Estoque,,
,1001,À testar,M004 31510603125,Carregador,Alcatel,WEU350mA5V00-00,Estoque,,
,1002,À testar,62971320544,Carregador,Alcatel,TUUS050055-B00,Estoque,,
,1003,À testar,WBGTL0BM32JNQH,Adaptador AC,HP,N20789,Estoque,,
,1004,À testar,,Adaptador AC,,1AA-050-0200-A,Estoque,,
,1005,À testar,289044565,Adaptador AC,APD,WA-36A12,Estoque,,
,1006,À testar,,Carregador,,NQBCD2BR,Estoque,,
,1007,À testar,311304423J1032918T7,Adaptador AC,Netgear,ADB810F10,Estoque,,
,1008,À testar,CN07BN4400394DSE38B4HD08L,Adaptador AC,Samsung,AD-3014N,Estoque,,
,1009,À testar,,Adaptador AC,Lelong,LE-2561,Estoque,,
,1010,À testar,67EW07C02AJ,Adaptador AC,Delta,ADP-65JH CB,Estoque,,
,1011,À testar,419966,Adaptador AC,FE,FE 12 01A,Estoque,,
,1012,À testar,19013C15119771,Adaptador AC,Sagemcom,NBS30E120250HB,Estoque,,
,1013,À testar,148739711 0045941*,Adaptador AC,SONY,VGP-AC10V5,Estoque,,
,1014,À testar,CN-0KD045-15544-56U-8531,Fonte,Dell,7000880-0000,Estoque,,
,1015,À testar,CN-0KD045-15544-56U-8534,Fonte,Dell,7000880-0000,Estoque,,
,1016,À testar,GEVD1534013347,Fonte,Advantech,DPS-350AB-24 A,Estoque,,
,1017,À testar,GEVD1534012648,Fonte,Advantech,DPS-350AB-24 A,Estoque,,
,1018,À testar,115106,Fonte,Dell,0R5RV4,Estoque,,
,1019,À testar,CN-00G05V-47890-114-019X-A02,Fonte,Dell,H525EF-00,Estoque,,
,1020,À testar,CN-00G05V-47890-14E-010F-A02,Fonte,Dell,H525EF-00,Estoque,,
,1021,À testar,CM1044111601102,Fonte,Duex,DX 500 FSE,Estoque,,
,1022,À testar,SNNVX35MXYB920740,Fonte,Aero Cool,VX-350,Estoque,,
,1023,À testar,,Fonte,Dmix,AF-600,Estoque,,
,1024,À testar,TL-WR740N(BR)1240-11-3177,Roteador,TP-LINK,TL-WR740N,Estoque,,
,1025,À testar,,Carregador,Leader Electronics,MT12-412000-A1,Estoque,,
,1026,À testar,AHY18HC00857,Roteador VPN,Linksys,RV042,Estoque,,
,1027,À testar,NKS1091980,Roteador VPN,Cisco,RV042,Estoque,,
,1028,À testar,DHY006108213,Roteador VPN,Linksys,RV042,Estoque,,
,1029,À testar,CE0906P210036,Printer Server,TRENDnet,TE100-P21/A,Estoque,,
,1030,À testar,135B3300524,Roteador VPN,TP-LINK,TL-R600VPN,Estoque,,
,1031,À testar,135B3300523,Roteador VPN,TP-LINK,TL-R600VPN,Estoque,,
,1032,À testar,PT00-170708062,Adaptador AC,Billion,BA018-050250AXE,Estoque,,
,1033,À testar,11S43X5052YH10MV005DYXFRU,Memória,Micron,MT36JBZS51272PY-1G4,Estoque,,
,1034,À testar,11S43X5052YH10MV005DYPFRU,Memória,,MT36JBZS51272PY-1G4,Estoque,,
,1035,À testar,1.01222E+15,Placa de Vídeo,GeForce,GeForce 8400GS,Estoque,,
,1036,À testar,3.21813E+11,Placa de Vídeo,NVIDIA,NVIDIA Quadro 600,Estoque,,
,1037,À testar,3.2301E+11,Placa de Vídeo,NVIDIA,NVIDIA Quadro FX580,Estoque,,
,1038,À testar,4.89515E+12,Placa de Vídeo,GeForce,GeForce 710,Estoque,,
,1039,À testar,K19C5319M,Placa de Som,,CS4280,Estoque,,
,1040,À testar,6.09513E+14,Placa de Som,,ENM232-8VIA,Estoque,,
,1041,À testar,25878-13  0441Y1TY,Placa de Captura de Vídeo,,Fusion 878A,Estoque,,
,1042,À testar,EP2C5T144C6N,Placa de Captura de Vídeo,,Cyclone,Estoque,,
,1043,À testar,25878-13 0441Y1U1,Placa de Captura de Vídeo,,Fusion 878A,Estoque,,
,1044,À testar,GMYD1237002104,Fonte,Delta,DPS-400AB-12 F,584,,
,,À testar,743AUYRKS X13,HD,Toshiba,DT01ACA050,Estoque,,
,,À testar,KPXK22RR,HD,,HUC109090CSS601,Estoque,,
,,À testar,75K0A0Z7FVL9,HD,Dell,MG03SCA300,Servidor na Encontre sua franquia,,
,,À testar,25C0A067FVL9,HD,Dell,MG03SCA300,Servidor na Encontre sua franquia,,
,,À testar,9580A00AFVM2,HD,Dell,MG03SCA300,Servidor na Encontre sua franquia,,
,,À testar,Y570A08GFVM2,HD,Dell,MG03SCA300,Servidor na Encontre sua franquia,,
,,À testar,Z1X19LBM,HD,,ST2000NM0023,Estoque,,
,,À testar,9VVESU3H,HD,Seagate,ST3500312CS,Estoque,,
,,À testar,ZAD1PXHL,HD,Seagate,ST6000NM0095,,,
,,À testar,ZAD1PW27,HD,Seagate,ST6000NM0095,,,
,,À testar,ZAD1Q049,HD,Seagate,ST6000NM0095,,,
,,À testar,6XS1WNBG,HD,Seagate,ST9900805SS,Estoque,,
,,À testar,6XS1TWW1,HD,Seagate,ST9900805SS,Estoque,,
,,À testar,6XS1X0H8,HD,Seagate,ST9900805SS,Estoque,,
,,À testar,6RABV035,HD,Maxtor,STM3160815AS,Meu pc,,
,,À testar,WMAYUA240995,HD,,WD5000AAKX,,,
,,À testar,Z3T5XW2P,HD,,ST500DM002,Estoque,,
,,À testar,Z1M13Y85,HD,,9YZ162-036,Estoque,,
,,À testar,4A003EH+1329H8096D,Memória,SK Hynix,HMT31GR7CFR4A-PB,Estoque,,
,1045,À testar,SBR2011072036123,Memória,Smart,M391B5773CH0-YH9,Estoque,,
,,À testar,E64269 01 IC5,Processador,Intel,E5645,Estoque,,
,,À testar,E64269 01 IB10,Processador,Intel,E5645,Estoque,,
,,À testar,E64269 01 S24,Processador,Intel,E5645,Estoque,,
,,À testar,E64269 01 S64,Processador,Intel,E5645,Estoque,,
,,À testar,E44476 01 IE3,Processador,Intel,X5550,Estoque,,
,,À testar,E44476 01 S86,Processador,Intel,X5550,Estoque,,
,,À testar,E44476 01 S87,Processador,Intel,X5550,Estoque,,
,,À testar,E44476 01 IB2,Processador,Intel,X5550,Estoque,,
,,À testar,35152286A1 080,Processador,Intel,E5-2630L,Estoque,,
,,À testar,35332122A0190,Processador,Intel,E7-4870,Estoque,,
,,À testar,35332122A0032,Processador,Intel,E7-4870,Estoque,,
,,À testar,E64269 01 IC4,Processador,Intel,E5620,Estoque,,
,,À testar,E64269 01 IE3,Processador,Intel,E5620,Estoque,,
,,À testar,3145B079,Processador,Intel,I3-2120,Estoque,,
,,DEFEITO,3326B318,Processador,Intel,I3-3240,Estoque,,
,,À testar,3215B511,Processador,Intel,Pentium G620,Estoque,,
,,À testar,174661A0113579,Gbic,ERICSSON,RDH 102 47/2 R2A,Estoque,,
,,À testar,1712061A018653,Gbic,ERICSSON,RDH 102 47/2 R2A,Estoque,,
,,À testar,172061A0127209,Gbic,ERICSSON,RDH 102 47/2 R2A,Estoque,,
,,À testar,PEP42WJ,Gbic,Finisar,FTLF8524P2BNV-E5,Estoque,,
,,À testar,PN95V1V,Gbic,Finisar,FTLF8528P2BNV-E5,Estoque,,
,,À testar,PKD5XNX,Gbic,Finisar,FTLF8528P2BNV-E5,Estoque,,
,,À testar,PNH17SD,Gbic,Finisar,FTLF8528P2BNV-E5,Estoque,,
,,À testar,1 21CFR1040.10 LN#50 7/01,Gbic,Finisar,FTRJ8519P1BNL-SU,Estoque,,
,,À testar,PGR3DEZ,Gbic,Finisar,FTLF8524P2BNV,Estoque,,
,,À testar,PB536Y,Gbic,Finisar,FTLF8524P2BNV,Estoque,,
,,À testar,UA73T1D,Gbic,Finisar,FTLF8524P2BNV,Estoque,,
,,À testar,PF52FFH,Gbic,Finisar,FTLF8524P2BNV,Estoque,,
,,À testar,PJ34GFS,Gbic,Finisar,FTLF8519P2BNL-HW,Estoque,,
,,À testar,PNB6XUP,Gbic,Finisar,FTLF8528P3BCV-HD,Estoque,,
,,À testar,PC912E2,Gbic,Finisar,FTLF8524P2BNC-EC,Estoque,,
,,À testar,MY81260049,Gbic,HP,AJ718A,Estoque,,
,,À testar,MY81250BG9,Gbic,HP,AJ718A,Estoque,,
,,À testar,YH10RVDAJ0NU,Gbic,IBM,77P8042,Estoque,,
,,À testar,YH10RVDAJ16J,Gbic,IBM,77P8042,Estoque,,
,,À testar,YH10RVDAJ0P0,Gbic,IBM,77P8042,Estoque,,
,,À testar,YH10RVDAJ0MY,Gbic,IBM,77P8042,Estoque,,
,,À testar,YH10RVCCS1KV,Gbic,IBM,77P8042,Estoque,,
,,À testar,YH10RVCCU34R,Gbic,IBM,77P8042,Estoque,,
,,À testar,YH10RVDAJ168,Gbic,IBM,77P8042,Estoque,,
,,À testar,YH10RVDAJ15Z,Gbic,IBM,77P8042,Estoque,,
,,À testar,77P8042YH10UC39MDF,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC39ED28,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC3ACDFC,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC3ACDF4,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC39RD7V,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC3A8DLM,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC39RDBA,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC3A1DCW,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC39WD5D,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC3B8AZG,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC3ACDFG,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC39RD96,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC39DDEA,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC3BWDU5,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,77P8042YH10UC3ACDEU,Gbic,AVAGO,AFBR-57D9AMZ-IB1,Estoque,,
,,À testar,AD1138A02GE,Gbic,AVAGO,AFBR-57D7AMZ-QL,Estoque,,
,,À testar,AD1138A02J6,Gbic,AVAGO,AFBR-57D7AMZ-QL,Estoque,,
,,À testar,WAA109066160476,Gbic,HP,AJ715A,Estoque,,
,,À testar,WAA109066161059,Gbic,HP,AJ715A,Estoque,,
,,À testar,PGS1CLD,Gbic,Finisar,FTLF8524P2BNV,Estoque,,
,,À testar,SBR2010031105915,Memória,Smart,M393T5750GZA-CE6,Estoque,,
,,À testar,SBR2010031105913,Memória,Smart,M393T5750GZA-CE6,Estoque,,
,1046,À testar,,Servidor,,PowerEdge 1950,,,
,1047,À testar,,Servidor,,PowerEdge 1950,Estoque,,
,1048,À testar,,Fonte,,,1046,,
,1049,À testar,CN-0HY105-17972-77G-2YJW,Fonte,Dell,D670P-S0,1046,,
,1050,À testar,CN-0D761-6293-6AC-0165,Fonte,Dell,A670P-00,1047,,
,1051,À testar,,Fonte,,,1047,,
,1052,À testar,11S39Y7168ZK1XA66F18G,Fonte,AcBel,39Y7168,70,,
,1053,À testar,,Fonte,,,69,,
,1054,À testar,,Fonte,,,69,,
,1055,À testar,,Servidor,,,,,
,1056,À testar,SBR203032014692,Memória,Smart,M39B1G70BH0-CK0,1055,,
,1057,À testar,RBYZF0FXN7F01R,Memória,Micron,MT18JSF1G72PZ-1G6,1055,,
,1058,À testar,RBYZF0FXN7F01Q,Memória,Micron,MT18JSF1G72PZ-1G6,1055,,
,1059,À testar,RBYZF0FXN7F01L,Memória,Micron,MT18JSF1G72PZ-1G6,1055,,
,1060,À testar,RBYZF0FXN7F01N,Memória,Micron,MT18JSF1G72PZ-1G6,1055,,
,1061,À testar,0V145401H1Y,Memória,Samsung,M393B1G70QH0-CK0,1055,,
,1062,À testar,RBYZF0FXN7F01M,Memória,Micron,MT18JSF1G72PZ-1G6,1055,,
,1063,À testar,RBYZF0FXN7F01P,Memória,Micron,MT18JSF1G72PZ-1G6,1055,,
,1064,À testar,5ANLE0CLL6X1W1,Fonte,HP,HSTNS-PL14,1055,,
,1065,À testar,5ANLE0CLL6U218,Fonte,HP,HSTNS-PL14,1055,,
,,À testar,,Processador,Intel,X5355,1046,,
,,À testar,,Processador,Intel,X5355,1046,,
,,À testar,,Processador,Intel,X5450,1047,,
,,À testar,,Processador,Intel,x5450,1047,,
,,À testar,,Processador,Intel,Intel Xeon E4,70,,
,,À testar,,Processador,Intel,e5410,69,,
,,À testar,,Processador,Intel,e5410,69,,
,,À testar,,Processador,Intel,E5-2440 V2,1055,,
,,À testar,,Processador,Intel,E5-2440 V2,1055,,
